equipmentid,vehicledescription,vehicle_type,dept_name,deptid,purchasedate,age2020,purchaseprice,depreceated value,miles2020,cumulative_miles,maintenance2020,cumulative_maintenance,mpg2020,emissions2020,replacementvehicle_id,replacement_vehicle_desc,replacement_vehicle_purchaseprice,replacement_vehicle_mpge,replacement_vehicle_type,replacement_vehicle_annual_maintenance
R235,Ford Fusion,PHEV,Police Department - Administrative/Technical Services,10151502,12/31/2021,0,36000,36000,4964,0,1023.6,0,103,0,R7134,Ford Fusion,36000,103,PHEV,1023.6
R236,Ford F 150 XLT Super Crew,HEV,Property Management - Grounds and Rec Maintenance,10252504,12/31/2021,0,39000,39000,12021,0,1397.4,0,30.6,0,R7135,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R237,Ford F 150 XLT Super Crew,HEV,DPW: Highways/General Oper/Maintenance,10707502,12/31/2021,0,39000,39000,10168,0,1397.4,0,30.6,0,R7136,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R238,Ford F 150 XLT Super Crew,HEV,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/31/2021,0,39000,39000,11845,0,1397.4,0,30.6,0,R7137,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R239,Ford F 150 XLT Super Crew,HEV,Property Management - Grounds and Rec Maintenance,10252504,12/31/2021,0,39000,39000,6332,0,1397.4,0,30.6,0,R7138,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R240,Ford F 150 XLT Super Crew,HEV,DPW: Highways/General Oper/Maintenance,10707502,12/31/2021,0,39000,39000,13527,0,1397.4,0,30.6,0,R7139,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R241,Ford F 150 XLT Super Crew,HEV,Property Management - Grounds and Rec Maintenance,10252504,12/31/2021,0,39000,39000,9998,0,1397.4,0,30.6,0,R7140,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R242,Ford F 150 XLT Super Crew,HEV,DPW: Highways/General Oper/Maintenance,10707502,12/31/2021,0,39000,39000,13130,0,1397.4,0,30.6,0,R7141,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R243,Ford F 150 XLT Super Crew,HEV,DPW: Highways/General Oper/Maintenance,10707502,12/31/2021,0,39000,39000,13123,0,1397.4,0,30.6,0,R7142,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R244,Ford F 150 XLT Super Crew,HEV,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/31/2021,0,39000,39000,8052,0,1397.4,0,30.6,0,R7143,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R245,Ford F 150 XLT Super Crew,HEV,DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,12/31/2021,0,39000,39000,4086,0,1397.4,0,30.6,0,R7144,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R246,Ford F 150 XLT Super Crew,HEV,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/31/2021,0,39000,39000,17822,0,1397.4,0,30.6,0,R7145,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R247,Ford Fusion,PHEV,Police Department - Administrative/Technical Services,10151502,12/31/2021,0,36000,36000,5905,0,1023.6,0,103,0,R7146,Ford Fusion,36000,103,PHEV,1023.6
R248,Ford Fusion,PHEV,Police Department - Administrative/Technical Services,10151502,12/31/2021,0,36000,36000,6912,0,1023.6,0,103,0,R7147,Ford Fusion,36000,103,PHEV,1023.6
R249,Ford Explorer,HEV,Department of Public Works (Administration),10707201,12/31/2021,0,46000,46000,5140,0,1198.6,0,25,0,R7148,Ford Explorer,46000,25,HEV,1198.6
R250,Chevrolet Bolt EV,EV,Department of Health (Acute Communicable Disease Control),10303004,12/31/2021,0,31300,31300,5668,0,777.2,0,106,0,R7149,Chevrolet Bolt EV,31300,106,EV,777.2
R251,Chevrolet Bolt EV,EV,DPW: Solid Waste Management (Refuse Disposal),10707603,12/31/2021,0,31300,31300,3864,0,777.2,0,106,0,R7150,Chevrolet Bolt EV,31300,106,EV,777.2
R252,Chevrolet Bolt EV,EV,Housing Services,005067XX23,12/31/2021,0,31300,31300,9932,0,777.2,0,106,0,R7151,Chevrolet Bolt EV,31300,106,EV,777.2
R253,Chevrolet Bolt EV,EV,Housing Services,005067XX23,12/31/2021,0,31300,31300,2811,0,777.2,0,106,0,R7152,Chevrolet Bolt EV,31300,106,EV,777.2
R254,Chevrolet Bolt EV,EV,DPW: Bureau of Utilities (Sewer Main Design),300707203,12/31/2021,0,31300,31300,5171,0,777.2,0,106,0,R7153,Chevrolet Bolt EV,31300,106,EV,777.2
R255,Chevrolet Bolt EV,EV,DPW: Contracts/Construction Inspection,10707211,12/31/2021,0,31300,31300,7862,0,777.2,0,106,0,R7154,Chevrolet Bolt EV,31300,106,EV,777.2
R256,Chevrolet Bolt EV,EV,DPW: General Surveying,10707209,12/31/2021,0,31300,31300,7767,0,777.2,0,106,0,R7155,Chevrolet Bolt EV,31300,106,EV,777.2
R257,Chevrolet Bolt EV,EV,Department of Public Works (Administration),10707201,12/31/2021,0,31300,31300,7979,0,777.2,0,106,0,R7156,Chevrolet Bolt EV,31300,106,EV,777.2
R258,Chevrolet Bolt EV,EV,Fire Department - Fire Prevention,10161602,12/31/2021,0,31300,31300,8584,0,777.2,0,106,0,R7157,Chevrolet Bolt EV,31300,106,EV,777.2
R259,Chevrolet Bolt EV,EV,Department of Health (Environmental Health Services),10303005,12/31/2021,0,31300,31300,4147,0,777.2,0,106,0,R7158,Chevrolet Bolt EV,31300,106,EV,777.2
R260,Chevrolet Bolt EV,EV,DPW: Traffic Planning,10707701,12/31/2021,0,31300,31300,5786,0,777.2,0,106,0,R7159,Chevrolet Bolt EV,31300,106,EV,777.2
R261,Chevrolet Bolt EV,EV,Fire Department - Fire Prevention,10161602,12/31/2021,0,31300,31300,7064,0,777.2,0,106,0,R7160,Chevrolet Bolt EV,31300,106,EV,777.2
R262,Chevrolet Bolt EV,EV,Fire Department - Fire Prevention,10161602,12/31/2021,0,31300,31300,4942,0,777.2,0,106,0,R7161,Chevrolet Bolt EV,31300,106,EV,777.2
R263,Chevrolet Bolt EV,EV,Fire Department - Fire Prevention,10161602,12/31/2021,0,31300,31300,6573,0,777.2,0,106,0,R7162,Chevrolet Bolt EV,31300,106,EV,777.2
R264,Chevrolet Bolt EV,EV,Department of Public Works (Administration),10707201,12/31/2021,0,31300,31300,6953,0,777.2,0,106,0,R7163,Chevrolet Bolt EV,31300,106,EV,777.2
R265,Chevrolet Bolt EV,EV,Department of Health (Environmental Health Services),10303005,12/31/2021,0,31300,31300,3621,0,777.2,0,106,0,R7164,Chevrolet Bolt EV,31300,106,EV,777.2
R266,Chevrolet Bolt EV,EV,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/31/2021,0,31300,31300,7238,0,777.2,0,106,0,R7165,Chevrolet Bolt EV,31300,106,EV,777.2
R267,Chevrolet Bolt EV,EV,DPW: Traffic Planning,10707701,12/31/2021,0,31300,31300,5489,0,777.2,0,106,0,R7166,Chevrolet Bolt EV,31300,106,EV,777.2
R268,Chevrolet Bolt EV,EV,DPW: Bureau of Utilities (Engineering),300707802,12/31/2021,0,31300,31300,4931,0,777.2,0,106,0,R7167,Chevrolet Bolt EV,31300,106,EV,777.2
R269,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,4080,0,1023.6,0,103,0,R7168,Ford Fusion,36000,103,PHEV,1023.6
R270,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,3416,0,1023.6,0,103,0,R7169,Ford Fusion,36000,103,PHEV,1023.6
R271,Ford Escape,HEV,DPW: Contracts/Construction Inspection,10707211,12/31/2021,0,29000,29000,13710,0,1110.2,0,39,0,R7170,Ford Escape,29000,39,HEV,1110.2
R272,Ford Escape,HEV,DPW: Traffic Signal Operations,10707703,12/31/2021,0,29000,29000,6362,0,1110.2,0,39,0,R7171,Ford Escape,29000,39,HEV,1110.2
R273,Ford Escape,HEV,Enviormental Protection and Resource Mgmnt. (Admin.),10424201,12/31/2021,0,29000,29000,5901,0,1110.2,0,39,0,R7172,Ford Escape,29000,39,HEV,1110.2
R274,Ford Escape,HEV,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/31/2021,0,29000,29000,15902,0,1110.2,0,39,0,R7173,Ford Escape,29000,39,HEV,1110.2
R275,Ford Escape,HEV,Property Management - Grounds and Rec Maintenance,10252504,12/31/2021,0,29000,29000,9021,0,1110.2,0,39,0,R7174,Ford Escape,29000,39,HEV,1110.2
R276,Ford Escape,HEV,DPW: Bureau of Utilities (Admin.),300707801,12/31/2021,0,29000,29000,5672,0,1110.2,0,39,0,R7175,Ford Escape,29000,39,HEV,1110.2
R277,Ford Escape,HEV,Property Management - Grounds and Rec Maintenance,10252504,12/31/2021,0,29000,29000,9659,0,1110.2,0,39,0,R7176,Ford Escape,29000,39,HEV,1110.2
R278,Ford Escape,HEV,Permits and Development Management,10171715,12/31/2021,0,29000,29000,11092,0,1110.2,0,39,0,R7177,Ford Escape,29000,39,HEV,1110.2
R279,Ford Escape,HEV,Permits and Development Management,10171715,12/31/2021,0,29000,29000,9369,0,1110.2,0,39,0,R7178,Ford Escape,29000,39,HEV,1110.2
R280,Ford Escape,HEV,DPW: Equipment Maintenance,10707503,12/31/2021,0,29000,29000,97,0,1110.2,0,39,0,R7179,Ford Escape,29000,39,HEV,1110.2
R281,Ford Escape,HEV,Enviormental Protection and Resource Mgmnt. (Admin.),10424201,12/31/2021,0,29000,29000,3961,0,1110.2,0,39,0,R7180,Ford Escape,29000,39,HEV,1110.2
R282,Ford Escape,HEV,Enviormental Protection and Resource Mgmnt. (Admin.),10424201,12/31/2021,0,29000,29000,5911,0,1110.2,0,39,0,R7181,Ford Escape,29000,39,HEV,1110.2
R283,Ford Escape,HEV,DPW: Traffic Planning,10707701,12/31/2021,0,29000,29000,12417,0,1110.2,0,39,0,R7182,Ford Escape,29000,39,HEV,1110.2
R284,Ford Escape,HEV,DEPS - SWM Facilities Inspection Program,005042XX22,12/31/2021,0,29000,29000,3684,0,1110.2,0,39,0,R7183,Ford Escape,29000,39,HEV,1110.2
R285,Ford Escape,HEV,Fire Department - Fire Prevention,10161602,12/31/2021,0,29000,29000,11270,0,1110.2,0,39,0,R7184,Ford Escape,29000,39,HEV,1110.2
R286,Ford Escape,HEV,Property Management - Grounds and Rec Maintenance,10252504,12/31/2021,0,29000,29000,9216,0,1110.2,0,39,0,R7185,Ford Escape,29000,39,HEV,1110.2
R287,Ford Escape,HEV,Enviormental Protection and Resource Mgmnt. (Admin.),10424201,12/31/2021,0,29000,29000,7914,0,1110.2,0,39,0,R7186,Ford Escape,29000,39,HEV,1110.2
R288,Ford Escape,HEV,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/31/2021,0,29000,29000,8412,0,1110.2,0,39,0,R7187,Ford Escape,29000,39,HEV,1110.2
R289,Ford Escape,HEV,Enviormental Protection and Resource Mgmnt. (Admin.),10424201,12/31/2021,0,29000,29000,5525,0,1110.2,0,39,0,R7188,Ford Escape,29000,39,HEV,1110.2
R290,Ford Escape,HEV,OIT: Electronic Services/Telecommunications,10696904,12/31/2021,0,29000,29000,4951,0,1110.2,0,39,0,R7189,Ford Escape,29000,39,HEV,1110.2
R291,Ford Escape,HEV,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/31/2021,0,29000,29000,5353,0,1110.2,0,39,0,R7190,Ford Escape,29000,39,HEV,1110.2
R292,Ford Escape,HEV,DPW: Contracts/Construction Inspection,10707211,12/31/2021,0,29000,29000,15261,0,1110.2,0,39,0,R7191,Ford Escape,29000,39,HEV,1110.2
R293,Ford Escape,HEV,OIT: Electronic Services/Telecommunications,10696904,12/31/2021,0,29000,29000,5388,0,1110.2,0,39,0,R7192,Ford Escape,29000,39,HEV,1110.2
R294,Ford Fusion,PHEV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,24668,0,1023.6,0,103,0,R7193,Ford Fusion,36000,103,PHEV,1023.6
R295,Ford Fusion,PHEV,Fire Department - Field Operations,10161606,12/31/2021,0,36000,36000,9078,0,1023.6,0,103,0,R7194,Ford Fusion,36000,103,PHEV,1023.6
R296,Ford Fusion,PHEV,County Council,10484801,12/31/2021,0,36000,36000,9440,0,1023.6,0,103,0,R7195,Ford Fusion,36000,103,PHEV,1023.6
R297,Ford Fusion,PHEV,Fire Department - Field Operations,10161606,12/31/2021,0,36000,36000,7385,0,1023.6,0,103,0,R7196,Ford Fusion,36000,103,PHEV,1023.6
R298,Ford Fusion,PHEV,Police Department - Community Resources,10151508,12/31/2021,0,36000,36000,11676,0,1023.6,0,103,0,R7197,Ford Fusion,36000,103,PHEV,1023.6
R299,Chevrolet Bolt EV,EV,Permits and Development Management,10171715,12/31/2021,0,31300,31300,11806,0,777.2,0,106,0,R7198,Chevrolet Bolt EV,31300,106,EV,777.2
R300,Chevrolet Bolt EV,EV,Fire Department - Fire Prevention,10161602,12/31/2021,0,31300,31300,12827,0,777.2,0,106,0,R7199,Chevrolet Bolt EV,31300,106,EV,777.2
R301,Chevrolet Bolt EV,EV,Permits and Development Management,10171715,12/31/2021,0,31300,31300,4384,0,777.2,0,106,0,R7200,Chevrolet Bolt EV,31300,106,EV,777.2
R302,Chevrolet Bolt EV,EV,Permits and Development Management,10171715,12/31/2021,0,31300,31300,8621,0,777.2,0,106,0,R7201,Chevrolet Bolt EV,31300,106,EV,777.2
R303,Chevrolet Bolt EV,EV,Property Management - Building Maintenance,10252502,12/31/2021,0,31300,31300,12054,0,777.2,0,106,0,R7202,Chevrolet Bolt EV,31300,106,EV,777.2
R304,Chevrolet Bolt EV,EV,DPW: Traffic Planning,10707701,12/31/2021,0,31300,31300,11692,0,777.2,0,106,0,R7203,Chevrolet Bolt EV,31300,106,EV,777.2
R305,Chevrolet Bolt EV,EV,DPW: Bureau of Utilities (Engineering),300707802,12/31/2021,0,31300,31300,5782,0,777.2,0,106,0,R7204,Chevrolet Bolt EV,31300,106,EV,777.2
R306,Chevrolet Bolt EV,EV,Department of Health (Environmental Health Services),10303005,12/31/2021,0,31300,31300,6761,0,777.2,0,106,0,R7205,Chevrolet Bolt EV,31300,106,EV,777.2
R307,Chevrolet Bolt EV,EV,Department of Health (Substance Abuse),005030XX67,12/31/2021,0,31300,31300,832,0,777.2,0,106,0,R7206,Chevrolet Bolt EV,31300,106,EV,777.2
R308,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,853,0,1175,0,90,0,R7207,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R309,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,7171,0,1175,0,90,0,R7208,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R310,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,4439,0,1175,0,90,0,R7209,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R311,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,11541,0,1175,0,90,0,R7210,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R312,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,4041,0,1175,0,90,0,R7211,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R313,Ford Mustang Mach-E AWD Extended,EV,County Sheriff,10181801,12/31/2021,0,36000,36000,12354,0,1175,0,90,0,R7212,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R314,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,5887,0,1175,0,90,0,R7213,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R315,Ford Mustang Mach-E AWD Extended,EV,Police Department - Support Operations,10151507,12/31/2021,0,36000,36000,11633,0,1175,0,90,0,R7214,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R316,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,1860,0,1175,0,90,0,R7215,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R317,Ford Mustang Mach-E AWD Extended,EV,Police Department - Administrative/Technical Services,10151502,12/31/2021,0,36000,36000,4700,0,1175,0,90,0,R7216,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R318,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,7648,0,1175,0,90,0,R7217,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R319,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,7962,0,1175,0,90,0,R7218,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R320,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,10817,0,1175,0,90,0,R7219,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R321,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,2799,0,1175,0,90,0,R7220,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R322,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,7084,0,1175,0,90,0,R7221,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R323,Ford Mustang Mach-E AWD Extended,EV,Bureau of Corrections,10080801,12/31/2021,0,36000,36000,3812,0,1175,0,90,0,R7222,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R324,Ford Mustang Mach-E AWD Extended,EV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,19852,0,1175,0,90,0,R7223,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R325,Ford Mustang Mach-E AWD Extended,EV,Police Department - Administrative/Technical Services,10151502,12/31/2021,0,36000,36000,2488,0,1175,0,90,0,R7224,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R326,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,13693,0,1175,0,90,0,R7225,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R327,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,13907,0,1175,0,90,0,R7226,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R328,Ford Mustang Mach-E AWD Extended,EV,Police Department - Administrative/Technical Services,10151502,12/31/2021,0,36000,36000,5187,0,1175,0,90,0,R7227,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R329,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,5368,0,1175,0,90,0,R7228,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R330,Ford Mustang Mach-E AWD Extended,EV,Bureau of Corrections,10080801,12/31/2021,0,36000,36000,1230,0,1175,0,90,0,R7229,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R331,Chevrolet Suburban,ICE,Police Department - Operations,10151506,12/31/2021,0,56500,56500,3573,0,1092.8,0,18,0,R7230,Chevrolet Suburban,56500,18,ICE,1092.8
R332,Chevrolet Suburban,ICE,Police Department - Operations,10151506,12/31/2021,0,56500,56500,7078,0,1092.8,0,18,0,R7231,Chevrolet Suburban,56500,18,ICE,1092.8
R333,Chevrolet Suburban,ICE,Fire Department - Operations,10161604,12/31/2021,0,56500,56500,7041,0,1092.8,0,18,0,R7232,Chevrolet Suburban,56500,18,ICE,1092.8
R334,Chevrolet Suburban,ICE,Police Department - Operations,10151506,12/31/2021,0,56500,56500,8737,0,1092.8,0,18,0,R7233,Chevrolet Suburban,56500,18,ICE,1092.8
R335,Chevrolet Suburban,ICE,Police Department - Administrative/Technical Services,10151502,12/31/2021,0,56500,56500,5822,0,1092.8,0,18,0,R7234,Chevrolet Suburban,56500,18,ICE,1092.8
R336,Ford Fusion,PHEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,36000,36000,22206,0,1023.6,0,103,0,R7235,Ford Fusion,36000,103,PHEV,1023.6
R337,Ford Fusion,PHEV,Police Department - Administrative/Technical Services,10151502,12/31/2021,0,36000,36000,19167,0,1023.6,0,103,0,R7236,Ford Fusion,36000,103,PHEV,1023.6
R338,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,3806,0,1023.6,0,103,0,R7237,Ford Fusion,36000,103,PHEV,1023.6
R339,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,4287,0,1023.6,0,103,0,R7238,Ford Fusion,36000,103,PHEV,1023.6
R340,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,5252,0,1023.6,0,103,0,R7239,Ford Fusion,36000,103,PHEV,1023.6
R341,Ford Fusion,PHEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,36000,36000,16318,0,1023.6,0,103,0,R7240,Ford Fusion,36000,103,PHEV,1023.6
R342,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,7015,0,1023.6,0,103,0,R7241,Ford Fusion,36000,103,PHEV,1023.6
R343,Ford Fusion,PHEV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,10649,0,1023.6,0,103,0,R7242,Ford Fusion,36000,103,PHEV,1023.6
R344,Ford Transit 350HD Cargo Van,EV,Property Management - Building Oper. & Mgmt.,10252503,12/31/2021,0,46000,46000,5152,0,1513.2,0,66,0,R7243,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R345,Ford Transit 350HD Cargo Van,EV,OIT: Infrastructure,10696903,12/31/2021,0,46000,46000,7575,0,1513.2,0,66,0,R7244,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R346,Ford Transit 350HD Cargo Van,EV,OIT: Infrastructure,10696903,12/31/2021,0,46000,46000,6554,0,1513.2,0,66,0,R7245,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R347,Ford Transit 350HD Cargo Van,EV,Fire Department - Fire Rescue Academy,10161607,12/31/2021,0,46000,46000,6996,0,1513.2,0,66,0,R7246,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R348,Ford Transit 350HD Cargo Van,EV,Fire Department - Fire Rescue Academy,10161607,12/31/2021,0,46000,46000,9749,0,1513.2,0,66,0,R7247,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R349,Chevrolet Bolt EV,EV,Housing Office,005057XX21,12/31/2021,0,31300,31300,5868,0,777.2,0,106,0,R7248,Chevrolet Bolt EV,31300,106,EV,777.2
R350,Chevrolet Bolt EV,EV,Department of Health (Environmental Health Services),10303005,12/31/2021,0,31300,31300,4457,0,777.2,0,106,0,R7249,Chevrolet Bolt EV,31300,106,EV,777.2
R351,Chevrolet Bolt EV,EV,Department of Health (Environmental Health Services),10303005,12/31/2021,0,31300,31300,9078,0,777.2,0,106,0,R7250,Chevrolet Bolt EV,31300,106,EV,777.2
R352,Chevrolet Bolt EV,EV,Dept. of Social Services,BS001-2190,12/31/2021,0,31300,31300,3879,0,777.2,0,106,0,R7251,Chevrolet Bolt EV,31300,106,EV,777.2
R353,Chevrolet Bolt EV,EV,Fire Department - Fire Prevention,10161602,12/31/2021,0,31300,31300,8612,0,777.2,0,106,0,R7252,Chevrolet Bolt EV,31300,106,EV,777.2
R354,Chevrolet Bolt EV,EV,Department of Health (Environmental Health Services),10303005,12/31/2021,0,31300,31300,7193,0,777.2,0,106,0,R7253,Chevrolet Bolt EV,31300,106,EV,777.2
R355,Chevrolet Bolt EV,EV,Fire Department - Fire Prevention,10161602,12/31/2021,0,31300,31300,3899,0,777.2,0,106,0,R7254,Chevrolet Bolt EV,31300,106,EV,777.2
R356,Chevrolet Bolt EV,EV,Fire Department - Fire Prevention,10161602,12/31/2021,0,31300,31300,7276,0,777.2,0,106,0,R7255,Chevrolet Bolt EV,31300,106,EV,777.2
R357,Chevrolet Bolt EV,EV,Dept. of Social Services,BS001-2190,12/31/2021,0,31300,31300,3956,0,777.2,0,106,0,R7256,Chevrolet Bolt EV,31300,106,EV,777.2
R358,Chevrolet Bolt EV,EV,Dept. of Social Services,BS001-2190,12/31/2021,0,31300,31300,3354,0,777.2,0,106,0,R7257,Chevrolet Bolt EV,31300,106,EV,777.2
R359,Ford Transit 350HD Cargo Van,EV,Department of Health (Admin),10303001,12/31/2021,0,46000,46000,14652,0,1513.2,0,66,0,R7258,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
